camera_id,observer_id,eye_x,eye_y,eye_z,look_at_x,look_at_y,look_at_z,up_x,up_y,up_z,right_x,right_y,right_z,forward_x,forward_y,forward_z,fov_degrees,support_patch_count,time_frame_count,support_node_sample_json,visible_consensus_object_count,visible_consensus_object_ids_json,visible_proto_worldline_ids_json,visible_proto_worldline_sighting_count,peripheral_diagnostic_worldline_ids_json,peripheral_diagnostic_sighting_count
subjective_observer_18,18,0.019872567648879458,1.1796669006347655,-0.019775859066212903,0.0,0.0,0.0,0.00028228404155089797,0.016756825100745346,0.9998595547016905,0.999858137776771,-0.01684352461831373,8.993536456092046e-20,-0.016841159024474122,-0.9997177124023439,0.016759202598485515,72.0,160,96,"[18,2,5,10,13,23,26,31,39,44,47,52,0,1,3,4,7,12,15,8,21,36,16,34,28,49,57,60,68,65,73,81]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000014_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000006_component_002"",""observer_mixture_cluster_000017_component_002""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000045"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000256"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000410"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_21,21,0.02995330305504124,1.1796128845214844,0.004030174561483107,0.0,0.0,0.0,-8.669760420240329e-05,-0.0034143016142951423,0.9999941674969971,0.9996777666587323,-0.02538430318541545,-3.665633105672627e-20,-0.025384155131390886,-0.9996719360351564,-0.003415402170748396,72.0,160,96,"[21,3,5,8,13,16,26,29,34,42,47,50,55,0,1,2,6,11,19,24,7,10,18,23,39,37,31,52,60,68,63,71]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000014_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000006_component_002"",""observer_mixture_cluster_000017_component_002""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000256"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000408"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_40,40,-0.0074238748617952224,1.1792707824707032,0.04080818169156763,0.0,0.0,0.0,0.00021770767278107183,-0.034582519561533534,0.9994018220636509,0.9999801851264977,0.006295185015184049,-2.2001485361306524e-20,0.006291419374402731,-0.9993820190429688,-0.034583204823362405,72.0,160,96,"[40,14,19,27,32,35,48,53,61,66,74,82,95,1,4,6,9,11,17,22,3,24,45,69,37,58,30,43,56,77,90,103]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000045_component_002"",""observer_mixture_cluster_000014_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000006_component_002""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_41,41,-0.022362381267673436,1.1792527770996093,-0.03553606065531483,0.0,0.0,0.0,-0.0005709792721417343,0.030109892335696956,0.9995464313208284,0.9998202474029299,0.018959770123717364,3.8318106119781715e-20,0.018951170565824946,-0.9993667602539061,0.030115305640097317,72.0,160,96,"[41,15,20,28,33,36,49,54,62,67,75,83,96,2,7,10,12,23,4,25,46,70,38,59,31,44,57,78,91,104,88,109]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000006_component_002"",""observer_mixture_cluster_000017_component_002"",""observer_mixture_cluster_000014_component_000""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000045"",""worldline_000076"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000408"",""worldline_000410"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_57,57,0.0068287501398474225,1.1789646911621092,-0.048945124012097406,0.0,0.0,0.0,0.0002402484335851149,0.041478222881674236,0.9991393793196565,0.9999832258730893,-0.005792061157315005,-4.2453127829190773e-20,-0.005787076389701206,-0.9991226196289061,0.04147891865431984,72.0,160,96,"[57,23,31,36,44,49,65,70,78,91,99,112,2,5,7,10,15,18,28,26,39,52,73,41,62,86,20,83,104,107,120,125]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000014_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000017_component_002"",""observer_mixture_cluster_000006_component_002""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000045"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000249"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000410"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_62,62,-0.021381105202317577,1.1788746643066406,-0.04687615807884435,0.0,0.0,0.0,-0.0007203790944317764,0.03971902551743351,0.999210628479254,0.9998355674059329,0.018133895060250902,2.131803403291313e-19,0.01811958067993015,-0.9990463256835938,0.039725557693935896,72.0,160,96,"[62,28,36,41,49,54,70,75,83,96,104,117,7,15,20,23,33,10,31,44,57,78,67,91,46,88,109,112,125,130,143,138]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000006_component_002"",""observer_mixture_cluster_000017_component_002"",""observer_mixture_cluster_000014_component_000""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000045"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000249"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000410"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_88,88,-0.046487633176848724,1.1784065246582032,-0.03996201452117328,0.0,0.0,0.0,-0.0013349653280191895,0.03383979233242026,0.9994263786405039,0.9992227726932806,0.03941891083163526,3.6347329666106587e-19,0.03939629930241417,-0.9986495971679688,0.033866114000994305,72.0,160,96,"[88,46,54,67,75,80,96,101,109,122,130,143,156,12,17,20,25,33,38,59,28,41,62,83,117,72,93,114,135,148,104,138]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000017_component_002"",""observer_mixture_cluster_000006_component_002"",""observer_mixture_cluster_000014_component_000""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000045"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000410"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_106,106,-0.06706566234023709,1.1780824279785156,0.004897940701034412,0.0,0.0,0.0,0.00023591386598407352,-0.004144087605104728,0.999991385404179,0.9983835396355122,0.05683579668541417,8.909814356391568e-20,0.05683530706799753,-0.9983749389648438,-0.004150797204266451,72.0,160,96,"[106,51,64,72,85,93,119,127,140,148,161,174,17,25,30,38,43,59,56,77,98,80,114,153,101,135,132,187,208,169,182,195]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000006_component_002"",""observer_mixture_cluster_000017_component_002"",""observer_mixture_cluster_000014_component_000""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_184,184,-0.01753216253954823,1.176678009033203,0.0867265030676552,0.0,0.0,0.0,0.0010949630848016995,-0.07348887963381373,0.9972954354783791,0.9998890177810177,0.014898057622109747,0.0,0.014857764864023924,-0.9971847534179688,-0.0734970364980129,72.0,160,96,"[184,116,129,150,163,171,197,205,218,239,252,273,61,74,82,95,103,137,158,87,108,142,121,176,231,192,226,260,210,265,286,294]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000045_component_002"",""observer_mixture_cluster_000037_component_003"",""observer_mixture_cluster_000056_component_000"",""observer_mixture_cluster_000031_component_005""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000259"",""worldline_000262"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
subjective_observer_185,185,-0.045778624915559875,1.1766600036621093,-0.07599706101373417,0.0,0.0,0.0,-0.002503791190673832,0.06435560170323208,0.997923888660397,0.9992440365041232,0.03887615607215641,-5.273355433830657e-19,0.038795444843694814,-0.9971694946289062,0.06440428899468999,72.0,160,96,"[185,117,130,151,164,172,198,206,219,240,253,274,62,75,83,96,104,138,159,88,109,143,122,177,232,193,227,261,211,266,287,295]",32,"[""observer_mixture_cluster_000045_component_000"",""observer_mixture_cluster_000037_component_005"",""observer_mixture_cluster_000037_component_004"",""observer_mixture_cluster_000022_component_000"",""observer_mixture_cluster_000026_component_000"",""observer_mixture_cluster_000045_component_001"",""observer_mixture_cluster_000020_component_001"",""observer_mixture_cluster_000014_component_001"",""observer_mixture_cluster_000004_component_001"",""observer_mixture_cluster_000031_component_000"",""observer_mixture_cluster_000006_component_003"",""observer_mixture_cluster_000010_component_002"",""observer_mixture_cluster_000031_component_004"",""observer_mixture_cluster_000000_component_001"",""observer_mixture_cluster_000006_component_001"",""observer_mixture_cluster_000017_component_001"",""observer_mixture_cluster_000004_component_000"",""observer_mixture_cluster_000037_component_000"",""observer_mixture_cluster_000017_component_000"",""observer_mixture_cluster_000037_component_007"",""observer_mixture_cluster_000006_component_000"",""observer_mixture_cluster_000031_component_003"",""observer_mixture_cluster_000010_component_000"",""observer_mixture_cluster_000022_component_003"",""observer_mixture_cluster_000045_component_005"",""observer_mixture_cluster_000000_component_000"",""observer_mixture_cluster_000020_component_000"",""observer_mixture_cluster_000051_component_000"",""observer_mixture_cluster_000000_component_002"",""observer_mixture_cluster_000006_component_002"",""observer_mixture_cluster_000017_component_002"",""observer_mixture_cluster_000014_component_000""]","[""worldline_000000"",""worldline_000001"",""worldline_000002"",""worldline_000003"",""worldline_000004"",""worldline_000006"",""worldline_000007"",""worldline_000008"",""worldline_000009"",""worldline_000010"",""worldline_000011"",""worldline_000012"",""worldline_000013"",""worldline_000014"",""worldline_000015"",""worldline_000024"",""worldline_000039"",""worldline_000045"",""worldline_000076"",""worldline_000105"",""worldline_000114"",""worldline_000135"",""worldline_000169"",""worldline_000190"",""worldline_000192"",""worldline_000215"",""worldline_000249"",""worldline_000259"",""worldline_000262"",""worldline_000263"",""worldline_000273"",""worldline_000339"",""worldline_000342"",""worldline_000355"",""worldline_000408"",""worldline_000410"",""worldline_000418""]",1530,"[""worldline_000005"",""worldline_000010"",""worldline_000014"",""worldline_000108"",""worldline_000156"",""worldline_000227"",""worldline_000297"",""worldline_000331"",""worldline_000341""]",506
