view_type,observer_id,cap_index,support_patch_count,support_entropy_capacity,relative_time_count,dominant_record_signature,modular_depth_mean,repair_load_mean,mismatch_density_mean,visible_signature_entropy,visible_readout_hash
patch_observer,276,,96,39.14333030064259,4,-9135095827820796928,0.4655043796535007,0.0,0.0,4.564348191467836,a0a9b2f65a5782a5
patch_observer,503,,96,39.14333030064259,4,-9204826063857882112,0.47413081097677673,0.0,0.0,4.564348191467836,1ac338d676039c2a
patch_observer,522,,96,39.14333030064259,4,-9135095827820796928,0.4760768642421141,0.0,0.0,4.564348191467836,feecf6a783f001ff
patch_observer,535,,96,39.14333030064259,4,-9135095827820796928,0.47339391384678947,0.0,0.0,4.564348191467836,02cba4a3916aabec
patch_observer,579,,96,39.14333030064259,4,-9204826063857882112,0.4653883748914804,0.0,0.0,4.564348191467836,e12172ff9b38ebd8
patch_observer,609,,96,39.14333030064259,4,-8999932036801576960,0.486260845406763,0.0,0.0,4.564348191467836,40be2a0e9fd36f9d
patch_observer,615,,96,39.14333030064259,4,-8994022789544390656,0.505486349198111,0.0,0.0,4.564348191467836,918c71176e3fa21f
patch_observer,631,,96,39.14333030064259,4,-9142799883936407552,0.45068310758763086,0.0,0.0,4.564348191467836,d45bf62a6fc9749c
patch_observer,776,,96,39.14333030064259,4,-9135095827820796928,0.42154114756102873,0.0,0.0,4.564348191467836,b33dae9a4599036b
patch_observer,841,,96,39.14333030064259,4,-9105370907800175616,0.41120577488820975,0.0,0.0,4.564348191467836,f77341d45a4de104
patch_observer,868,,96,39.14333030064259,4,-8957312674005459968,0.4475835673615294,0.0,0.0,4.564348191467836,ba8f080dc53865b3
patch_observer,1178,,96,39.14333030064259,4,-9027825057535741952,0.5125074526779813,0.0,0.0,4.564348191467836,bd2b0b156838f794
patch_observer,1282,,96,39.14333030064259,4,-8491000327607744512,0.4501746730844256,0.0,0.0,4.564348191467836,b92c8c349efd69a3
patch_observer,1314,,96,39.14333030064259,4,-8994022789544390656,0.4789587665366412,0.0,0.0,4.564348191467836,bfa1af2cb7cd141e
patch_observer,1395,,96,39.14333030064259,4,-9206590823817712640,0.48317814485404054,0.0,0.0,4.564348191467836,4254bce96ba4f868
patch_observer,1421,,96,39.14333030064259,4,-9104629046955779072,0.43806750916128095,0.0,0.0,4.564348191467836,9630336cf084dcba
patch_observer,1558,,96,39.14333030064259,4,-9159249343551761408,0.4977257372798436,0.0,0.0,4.564348191467836,8c11441e42802558
patch_observer,1638,,96,39.14333030064259,4,-8966816622409046016,0.4456074937096021,0.0,0.0,4.564348191467836,677e5e01242196e2
patch_observer,1648,,96,39.14333030064259,4,-8957312674005459968,0.4975949191115873,0.0,0.0,4.564348191467836,ed48d8f9cd42b93c
patch_observer,1674,,96,39.14333030064259,4,-9102214600601798656,0.46116027415582583,0.0,0.0,4.564348191467836,114aea7e8647f353
patch_observer,1705,,96,39.14333030064259,4,-8998330012451625984,0.4761630134022717,0.0,0.0,4.564348191467836,44a08163beb11ebb
patch_observer,1755,,96,39.14333030064259,4,-9144075650148533248,0.4865885835326085,0.0,0.0,4.564348191467836,a0cd8f15f83aaf97
patch_observer,1814,,96,39.14333030064259,4,-9165184011023263744,0.47237924250948443,0.0,0.0,4.564348191467836,09b34dcf2490c44b
patch_observer,1850,,96,39.14333030064259,4,-8966816622409046016,0.46179644008551884,0.0,0.0,4.564348191467836,2684d4306d840640
patch_observer,1852,,96,39.14333030064259,4,-9102214600601798656,0.46153381751141537,0.0,0.0,4.564348191467836,e46e48b0e766c2b9
patch_observer,1877,,96,39.14333030064259,4,-9202287345833925632,0.4999773175311763,0.0,0.0,4.564348191467836,e8b1c382c7f73ed3
patch_observer,1987,,96,39.14333030064259,4,-9202287345833925632,0.49308572244377874,0.0,0.0,4.564348191467836,f073aa25106f28c9
patch_observer,2048,,96,39.14333030064259,4,-8998330012451625984,0.478281626906442,0.0,0.0,4.564348191467836,d9bae34e4cfe6988
patch_observer,2123,,96,39.14333030064259,4,-9120349675203632128,0.5147639061512637,0.0,0.0,4.564348191467836,bb1d4e2ff0a994fc
patch_observer,2161,,96,39.14333030064259,4,-9040094358679449600,0.436591320360309,0.0,0.0,4.564348191467836,277f86acf242ab08
patch_observer,2170,,96,39.14333030064259,4,-9165184011023263744,0.4942978203929904,0.0,0.0,4.564348191467836,8c9bd70f5bc3a83b
patch_observer,2266,,96,39.14333030064259,4,-8643180399056097280,0.45518548288572563,0.0,0.0,4.564348191467836,a65d6c3531c9ed72
patch_observer,2341,,96,39.14333030064259,4,-9199791008625266688,0.48019188767713444,0.0,0.0,4.564348191467836,05dc437206431aa2
patch_observer,2370,,96,39.14333030064259,4,-8998330012451625984,0.4461810946259119,0.0,0.0,4.564348191467836,3b72ba64cfb46b09
patch_observer,2410,,96,39.14333030064259,4,-8673209762762638336,0.44505235403988314,0.0,0.0,4.564348191467836,ee95f5c3c978fda3
patch_observer,2594,,96,39.14333030064259,4,-9128744168670629888,0.5164345147861706,0.0,0.0,4.564348191467836,0cfb5a4db17cfe61
patch_observer,2596,,96,39.14333030064259,4,-8449541696916507648,0.527571451166147,0.0,0.0,4.564348191467836,0c2f9878b285eaf1
patch_observer,2631,,96,39.14333030064259,4,-9120349675203632128,0.49859004079930086,0.0,0.0,4.564348191467836,90de95f3d5c75d5f
patch_observer,2673,,96,39.14333030064259,4,-8808691504352408576,0.4869378725796606,0.0,0.0,4.564348191467836,f6a19ec775623caf
patch_observer,2684,,96,39.14333030064259,4,-8731160987205060608,0.4987465112213191,0.0,0.0,4.564348191467836,139cf993c481ddb1
patch_observer,2728,,96,39.14333030064259,4,-9098320177464523776,0.4900191117482631,0.0,0.0,4.564348191467836,ed423ca56be3fa35
patch_observer,2909,,96,39.14333030064259,4,-9199346742060070912,0.4677518448130752,0.0,0.0,4.564348191467836,e55e99d0b4a8524f
patch_observer,2937,,96,39.14333030064259,4,-8976417289039778816,0.4868672514520609,0.0,0.0,4.564348191467836,cb102af1fd09c394
patch_observer,3078,,96,39.14333030064259,4,-9201592786788794368,0.47979787986990635,0.0,0.0,4.564348191467836,cadc3f8116a23346
patch_observer,3155,,96,39.14333030064259,4,-9110726352696401920,0.5023076767928059,0.0,0.0,4.564348191467836,2f0afec72b20ddf0
patch_observer,3408,,96,39.14333030064259,4,-9057299380971368448,0.48010842485198835,0.0,0.0,4.564348191467836,81909c4f4d52360d
patch_observer,3432,,96,39.14333030064259,4,-8712721132151665664,0.47236514174417527,0.0,0.0,4.564348191467836,e4c5d2fec85ec3d8
patch_observer,3644,,96,39.14333030064259,4,-8712721132151665664,0.4831510965071586,0.0,0.0,4.564348191467836,2f99d616f8d3be61
patch_observer,3731,,96,39.14333030064259,4,-9170197808840953856,0.4895145685941244,0.0,0.0,4.564348191467836,de2a2f8cb7cc0c14
patch_observer,3736,,96,39.14333030064259,4,-9054937441030883328,0.507322638281838,0.0,0.0,4.564348191467836,9a2001b437c0c02f
patch_observer,3771,,96,39.14333030064259,4,-9058628857710904320,0.44689218239564904,0.0,0.0,4.564348191467836,58a3ef9dfbe5cd1a
patch_observer,3779,,96,39.14333030064259,4,-9055268282406774784,0.48934784089856886,0.0,0.0,4.564348191467836,01433dbbbb428adb
patch_observer,3785,,96,39.14333030064259,4,-9199012273662822400,0.4634897123155559,0.0,0.0,4.564348191467836,c531b6bf17cd86a2
patch_observer,3933,,96,39.14333030064259,4,-9108572312950370304,0.46256470753731166,0.0,0.0,4.564348191467836,0d19471922effbbd
patch_observer,3951,,96,39.14333030064259,4,-9199346742060070912,0.4710728683683699,0.0,0.0,4.564348191467836,8a5b2b5fa73ca6a0
patch_observer,4195,,96,39.14333030064259,4,-8790977424705618944,0.47902413527599663,0.0,0.0,4.564348191467836,432fa9fd944bfac2
patch_observer,4238,,96,39.14333030064259,4,-9107872809755815936,0.47226055927573724,0.0,0.0,4.564348191467836,24530aa85960416f
patch_observer,4260,,96,39.14333030064259,4,-9173729791918183424,0.4610026273658554,0.0,0.0,4.564348191467836,61fad377c0bbaa18
patch_observer,4279,,96,39.14333030064259,4,-8598079288969144320,0.5295483301013375,0.0,0.0,4.564348191467836,f1c0325fba3f71ed
patch_observer,4300,,96,39.14333030064259,4,-9203297451799252992,0.5036345141283765,0.0,0.0,4.564348191467836,42e6c7004e8c3352
patch_observer,4314,,96,39.14333030064259,4,-9128744168670629888,0.4739567741043095,0.0,0.0,4.564348191467836,9e6f0460b8bb72ff
patch_observer,4333,,96,39.14333030064259,4,-8950013999521116160,0.4735558099802503,0.0,0.0,4.564348191467836,adad797144c48bae
patch_observer,4365,,96,39.14333030064259,4,-9108572312950370304,0.507276830786293,0.0,0.0,4.564348191467836,ad7465c7af721fa3
patch_observer,4399,,96,39.14333030064259,4,-9108572312950370304,0.496539708642244,0.0,0.0,4.564348191467836,749c7e0b1999dc87
patch_observer,4407,,96,39.14333030064259,4,-9072507474021423104,0.4742226664926454,0.0,0.0,4.564348191467836,6b02970e569360f7
patch_observer,4516,,96,39.14333030064259,4,-9012506131754726400,0.42245689942310366,0.0,0.0,4.564348191467836,0db5dfa3c8fa305a
patch_observer,4539,,96,39.14333030064259,4,-9199012273662822400,0.45415668328600645,0.0,0.0,4.564348191467836,0cc74dcff7f3c305
patch_observer,4593,,96,39.14333030064259,4,-9035094009081184256,0.4690124963392425,0.0,0.0,4.564348191467836,05868f5662b51503
patch_observer,4655,,96,39.14333030064259,4,-9054937441030883328,0.4924387170450907,0.0,0.0,4.564348191467836,864decdde8297762
patch_observer,4747,,96,39.14333030064259,4,-9173729791918183424,0.4762114557890178,0.0,0.0,4.564348191467836,50b816830da17222
patch_observer,4754,,96,39.14333030064259,4,-8988452111366296576,0.5125232224717948,0.0,0.0,4.564348191467836,74c48d121557b702
patch_observer,4783,,96,39.14333030064259,4,-9012506131754726400,0.4506306520621372,0.0,0.0,4.564348191467836,5268718ab6e475b2
patch_observer,4977,,96,39.14333030064259,4,-9098018855843193856,0.4707766377796185,0.0,0.0,4.564348191467836,9e63363630812d78
patch_observer,5149,,96,39.14333030064259,4,-9199012273662822400,0.4957126565553082,0.0,0.0,4.564348191467836,5c04b4774aef72a5
patch_observer,5154,,96,39.14333030064259,4,-9219582260470064128,0.47513911147323523,0.0,0.0,4.564348191467836,bbdb55bfc1babe3b
patch_observer,5214,,96,39.14333030064259,4,-9114801738400286720,0.4789410721460526,0.0,0.0,4.564348191467836,5e9fd1787e2f912b
patch_observer,5281,,96,39.14333030064259,4,-9163795325955630080,0.47124385493362286,0.0,0.0,4.564348191467836,c4f9f27e6405d4cf
patch_observer,5406,,96,39.14333030064259,4,-9079257478024985600,0.47312584565145516,0.0,0.0,4.564348191467836,a2586297eb85120f
patch_observer,5417,,96,39.14333030064259,4,-9096527189498937344,0.505907849289346,0.0,0.0,4.564348191467836,02f01c1db3ca3d58
patch_observer,5432,,96,39.14333030064259,4,-9153538180050917376,0.5187057576720695,0.0,0.0,4.564348191467836,2eb6f9ff32ede61b
patch_observer,5454,,96,39.14333030064259,4,-8832348230964066304,0.4424445094756695,0.0,0.0,4.564348191467836,1d806ba8809f53cb
patch_observer,5468,,96,39.14333030064259,4,-9114801738400286720,0.5074383169632988,0.0,0.0,4.564348191467836,fb5f86b5425e024d
patch_observer,5663,,96,39.14333030064259,4,-8969320941216932864,0.43671032786334424,0.0,0.0,4.564348191467836,5af5ffee7474e704
patch_observer,5713,,96,39.14333030064259,4,-9173729791918183424,0.4947675185348212,0.0,0.0,4.564348191467836,e5b95e503293e12f
patch_observer,5744,,96,39.14333030064259,4,-9098018855843193856,0.48617102863435907,0.0,0.0,4.564348191467836,d98690a8348c2bbd
patch_observer,6173,,96,39.14333030064259,4,-9153538180050917376,0.49800731520099634,0.0,0.0,4.564348191467836,e1d716b67f698558
patch_observer,6193,,96,39.14333030064259,4,-8943078907788656640,0.48241718975541037,0.0,0.0,4.564348191467836,38842f1218fd1375
patch_observer,6195,,96,39.14333030064259,4,-9108572312950370304,0.507911645674905,0.0,0.0,4.564348191467836,fd30d2a486523c9b
patch_observer,6266,,96,39.14333030064259,4,-9160806440627724288,0.4604783214204842,0.0,0.0,4.564348191467836,dfdeb5152c396951
patch_observer,6342,,96,39.14333030064259,4,-9012331918138937344,0.4875104749166583,0.0,0.0,4.564348191467836,ebf4dd7c8b4d8f00
patch_observer,6344,,96,39.14333030064259,4,-9173729791918183424,0.4484585512729207,0.0,0.0,4.564348191467836,2d29e754170fee75
